Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte �nderung
3249;81070000;DEUTDE8M825;Deutsche Bank;Zerbst/Anhalt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3250;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Magdeburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3251;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Blankenburg (Harz);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3252;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Burg b Magdeburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3253;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Gardelegen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3254;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Genthin;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3255;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Halberstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3256;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Haldensleben;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3257;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Oschersleben (Bode);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3258;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Salzwedel, Hansestadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3259;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Sch�nebeck (Elbe);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3260;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Sta�furt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3261;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Stendal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3262;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Wernigerode;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3263;81070024;DEUTDEDB806;Deutsche Bank Privat und Gesch�ftskunden;Zerbst/Anhalt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3264;81093034;GENODEF1GA1;Volksbank Gardelegen eG;Gardelegen ;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3265;81093054;GENODEF1SDL;Volksbank Stendal eG;Stendal ;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3266;81093274;GENODEF1MD1;Volksbank Magdeburg eG;Magdeburg ;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3267;82020086;HYVEDEMM498;UniCredit Bank - HypoVereinsbank AG;Erfurt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3268;82020087;HYVEDEMM098;UniCredit Bank - HypoVereinsbank AG;Weimar, Th�r;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3269;82020088;HYVEDEMM824;UniCredit Bank - HypoVereinsbank AG;Eisenach, Th�r;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3270;82040000;COBADEFFXXX;Commerzbank;Erfurt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3271;82040000;COBADEFFXXX;Commerzbank;Eisenach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3272;82040000;COBADEFFXXX;Commerzbank;Gotha;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3273;82040000;COBADEFFXXX;Commerzbank;Ilmenau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3274;82040000;COBADEFFXXX;Commerzbank;Jena;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3275;82040000;COBADEFFXXX;Commerzbank;M�hlhausen ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3276;82040000;COBADEFFXXX;Commerzbank;Nordhausen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3277;82040000;COBADEFFXXX;Commerzbank;Saalfeld ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3278;82040000;COBADEFFXXX;Commerzbank;Suhl;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3279;82040000;COBADEFFXXX;Commerzbank;Weimar;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3280;82040000;COBADEFFXXX;Commerzbank;Arnstadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3281;82040000;COBADEFFXXX;Commerzbank;Rudolstadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3282;82040000;COBADEFFXXX;Commerzbank;Heiligenstadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3283;82040000;COBADEFFXXX;Commerzbank;Apolda;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3284;82040000;COBADEFFXXX;Commerzbank;Mittelhausen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
3285;82051000;HELADEF1WEM;Sparkasse Mittelth�ringen;Erfurt;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-th5.s-fints-pt-th.de/fints30;FinTS V3.0;09.02.2022
3286;82052020;HELADEF1GTH;Kreissparkasse Gotha;Gotha;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-th5.s-fints-pt-th.de/fints30;FinTS V3.0;09.02.2022
3287;82054052;HELADEF1NOR;Kreissparkasse Nordhausen;Nordhausen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-th5.s-fints-pt-th.de/fints30;FinTS V3.0;09.02.2022
3288;82055000;HELADEF1KYF;Kyffh�usersparkasse Artern-Sondershausen;Sondershausen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-th5.s-fints-pt-th.de/fints30;FinTS V3.0;09.02.2022
3289;82056060;HELADEF1MUE;Sparkasse Unstrut-Hainich;Unstrut-Hainich;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-th5.s-fints-pt-th.de/fints30;FinTS V3.0;09.02.2022
3290;82057070;HELADEF1EIC;Kreissparkasse Eichsfeld;Eichsfeld;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-th5.s-fints-pt-th.de/fints30;FinTS V3.0;09.02.2022
3291;82064038;GENODEF1MU2;VR Bank in Th�ringen eG;M�hlhausen /Th�ringen;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;14.10.2024
3292;82064088;GENODEF1ESA;VR Bank Ihre Heimatbank eG;Eisenach, Th�r;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3293;82064188;GENODEF1WE1;VR Bank Weimar;Weimar, Th�r;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3294;82064228;ERFBDE8EXXX;Erfurter Bank;Erfurt;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
3295;82070000;DEUTDE8E846;Deutsche Bank;Erfurt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3296;82070000;DEUTDE8E846;Deutsche Bank;Apolda;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3297;82070000;DEUTDE8E846;Deutsche Bank;Bad Langensalza;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3298;82070000;DEUTDE8E846;Deutsche Bank;Bad Salzungen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3299;82070000;DEUTDE8E846;Deutsche Bank;Eisenach, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3300;82070000;DEUTDE8E846;Deutsche Bank;Eisenberg, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3301;82070000;DEUTDE8E846;Deutsche Bank;Gera;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3302;82070000;DEUTDE8E846;Deutsche Bank;Gotha, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3303;82070000;DEUTDE8E846;Deutsche Bank;Greiz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3304;82070000;DEUTDE8E846;Deutsche Bank;Ilmenau, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3305;82070000;DEUTDE8E846;Deutsche Bank;Jena;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3306;82070000;DEUTDE8E846;Deutsche Bank;Meiningen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3307;82070000;DEUTDE8E846;Deutsche Bank;M�hlhausen/Th�ringen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3308;82070000;DEUTDE8E846;Deutsche Bank;Nordhausen, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3309;82070000;DEUTDE8E846;Deutsche Bank;P��neck;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3310;82070000;DEUTDE8E846;Deutsche Bank;Rudolstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3311;82070000;DEUTDE8E846;Deutsche Bank;Saalfeld/Saale;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3312;82070000;DEUTDE8E846;Deutsche Bank;Schmalkalden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3313;82070000;DEUTDE8E846;Deutsche Bank;Sondershausen, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3314;82070000;DEUTDE8E846;Deutsche Bank;Sonneberg, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3315;82070000;DEUTDE8E846;Deutsche Bank;S�mmerda;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3316;82070000;DEUTDE8E846;Deutsche Bank;Suhl;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3317;82070000;DEUTDE8E846;Deutsche Bank;Weimar, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3318;82070000;DEUTDE8E846;Deutsche Bank;Worbis;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3319;82070000;DEUTDE8E846;Deutsche Bank;Zeulenroda-Triebes;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3320;82070000;DEUTDE8E846;Deutsche Bank;Arnstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3321;82070000;DEUTDE8E846;Deutsche Bank;Leinefelde;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3322;82070000;DEUTDE8E846;Deutsche Bank;Waltershausen, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3323;82070000;DEUTDE8E846;Deutsche Bank;Ohrdruf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3324;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Erfurt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3325;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Apolda;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3326;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Arnstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3327;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Bad Langensalza;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3328;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Bad Salzungen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3329;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Eisenach, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3330;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Eisenberg, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3331;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Gera;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3332;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Gotha, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3333;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Greiz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3334;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Ilmenau, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3335;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Jena;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3336;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Leinefelde;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3337;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Meiningen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3338;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;M�hlhausen/Th�ringen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3339;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Nordhausen, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3340;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Ohrdruf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3341;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;P��neck;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3342;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Rudolstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3343;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Saalfeld/Saale;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3344;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Schmalkalden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3345;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;S�mmerda;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3346;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Sondershausen, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3347;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Sonneberg, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3348;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Suhl;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3349;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Waltershausen, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3350;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Weimar, Th�r;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3351;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Worbis;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3352;82070024;DEUTDEDB836;Deutsche Bank Privat und Gesch�ftskunden;Zeulenroda-Triebes;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3353;83020086;HYVEDEMM468;UniCredit Bank - HypoVereinsbank AG;Gera;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3354;83020086;HYVEDEMM468;UniCredit Bank - HypoVereinsbank AG;Altenburg, Th�r;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3355;83020087;HYVEDEMM463;UniCredit Bank - HypoVereinsbank AG;Jena;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3356;83020088;HYVEDEMM484;UniCredit Bank - HypoVereinsbank AG;Saalfeld /Saale;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
3357;83040000;COBADEFFXXX;Commerzbank;Gera;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
